carrier,airport,scheduled_departure,actual_departure,delay,date,day,month
Porter Airlines,YVR,2025-02-23T23:40:00Z,2025-02-24T00:07:00Z,27,2025-02-23,23,Feb
Flair Airlines,YOW,2025-03-02T16:00:00Z,2025-03-02T16:19:00Z,19,2025-03-02,2,Mar
PAL Airlines,YXE,2025-01-29T07:40:00Z,2025-01-29T08:05:00Z,25,2025-01-29,29,Jan
PAL Airlines,YXX,2025-02-22T18:45:00Z,2025-02-22T19:11:00Z,26,2025-02-22,22,Feb
Jazz Aviation,YVR,2025-08-28T10:20:00Z,2025-08-28T10:57:00Z,37,2025-08-28,28,Aug
WestJet,YHZ,2025-03-12T12:45:00Z,2025-03-12T13:11:00Z,26,2025-03-12,12,Mar
Air Canada,YWG,2025-03-14T18:05:00Z,2025-03-14T18:18:00Z,13,2025-03-14,14,Mar
Air Canada,YHZ,2025-01-12T23:20:00Z,2025-01-12T23:37:00Z,17,2025-01-12,12,Jan
Air Canada,YKF,2025-03-06T09:05:00Z,2025-03-06T09:23:00Z,18,2025-03-06,6,Mar
Air Canada,YYC,2025-02-24T16:45:00Z,2025-02-24T17:13:00Z,28,2025-02-24,24,Feb
Jazz Aviation,YUL,2025-10-05T09:30:00Z,2025-10-05T09:45:00Z,15,2025-10-05,5,Oct
Air Canada,YOW,2025-08-08T14:05:00Z,2025-08-08T14:23:00Z,18,2025-08-08,8,Aug
Air Transat,YXX,2025-05-04T09:10:00Z,2025-05-04T09:45:00Z,35,2025-05-04,4,May
WestJet,YUL,2025-10-27T14:30:00Z,2025-10-27T14:47:00Z,17,2025-10-27,27,Oct
Air Canada,YEG,2025-09-08T10:25:00Z,2025-09-08T10:42:00Z,17,2025-09-08,8,Sep
Air Canada,YOW,2025-07-26T12:05:00Z,2025-07-26T12:30:00Z,25,2025-07-26,26,Jul
Porter Airlines,YHZ,2025-07-20T13:25:00Z,2025-07-20T13:32:00Z,7,2025-07-20,20,Jul
Porter Airlines,YKF,2025-01-23T11:45:00Z,2025-01-23T12:07:00Z,22,2025-01-23,23,Jan
WestJet,YYC,2025-10-20T08:25:00Z,2025-10-20T09:00:00Z,35,2025-10-20,20,Oct
Flair Airlines,YYC,2025-10-11T11:50:00Z,2025-10-11T11:59:00Z,9,2025-10-11,11,Oct
Air Canada,YYT,2025-12-13T01:00:00Z,2025-12-13T01:36:00Z,36,2025-12-13,13,Dec
Jazz Aviation,YYZ,2025-10-03T12:30:00Z,2025-10-03T12:53:00Z,23,2025-10-03,3,Oct
Air Transat,YYC,2025-03-16T18:00:00Z,2025-03-16T18:36:00Z,36,2025-03-16,16,Mar
Air Canada,YVR,2025-03-15T12:40:00Z,2025-03-15T13:04:00Z,24,2025-03-15,15,Mar
Porter Airlines,YYZ,2025-09-13T18:50:00Z,2025-09-13T19:06:00Z,16,2025-09-13,13,Sep
Porter Airlines,YVR,2025-07-22T12:10:00Z,2025-07-22T12:30:00Z,20,2025-07-22,22,Jul
Porter Airlines,YEG,2025-01-24T00:05:00Z,2025-01-24T00:36:00Z,31,2025-01-24,24,Jan
Air Canada,YUL,2025-03-16T15:15:00Z,2025-03-16T16:39:00Z,84,2025-03-16,16,Mar
Air Transat,YVR,2025-11-19T19:10:00Z,2025-11-19T19:46:00Z,36,2025-11-19,19,Nov
WestJet,YYZ,2025-09-19T21:40:00Z,2025-09-19T21:47:00Z,7,2025-09-19,19,Sep
WestJet,YVR,2025-04-03T19:00:00Z,2025-04-03T19:14:00Z,14,2025-04-03,3,Apr
PAL Airlines,YHZ,2025-08-28T09:05:00Z,2025-08-28T09:22:00Z,17,2025-08-28,28,Aug
Air Canada,YWG,2025-03-11T20:20:00Z,2025-03-11T20:30:00Z,10,2025-03-11,11,Mar
Jazz Aviation,YYZ,2025-01-27T08:50:00Z,2025-01-27T09:23:00Z,33,2025-01-27,27,Jan
Porter Airlines,YYZ,2025-06-11T16:35:00Z,2025-06-11T18:16:00Z,101,2025-06-11,11,Jun
WestJet,YEG,2025-03-26T15:05:00Z,2025-03-26T15:15:00Z,10,2025-03-26,26,Mar
Flair Airlines,YHZ,2025-07-02T20:15:00Z,2025-07-02T20:38:00Z,23,2025-07-02,2,Jul
WestJet,YUL,2025-09-08T19:25:00Z,2025-09-08T19:31:00Z,6,2025-09-08,8,Sep
Air Transat,YEG,2025-07-22T08:55:00Z,2025-07-22T09:19:00Z,24,2025-07-22,22,Jul
Air Canada,YVR,2025-04-22T13:40:00Z,2025-04-22T13:54:00Z,14,2025-04-22,22,Apr
Flair Airlines,YUL,2025-11-03T12:15:00Z,2025-11-03T13:08:00Z,53,2025-11-03,3,Nov
Air Canada,YUL,2025-06-12T11:40:00Z,2025-06-12T12:15:00Z,35,2025-06-12,12,Jun
Air Canada,YVR,2025-01-15T13:15:00Z,2025-01-15T13:30:00Z,15,2025-01-15,15,Jan
Jazz Aviation,YVR,2025-08-08T12:35:00Z,2025-08-08T12:53:00Z,18,2025-08-08,8,Aug
Air Transat,YQB,2025-07-25T15:15:00Z,2025-07-25T16:03:00Z,48,2025-07-25,25,Jul
Air Canada,YHZ,2025-08-13T06:25:00Z,2025-08-13T06:34:00Z,9,2025-08-13,13,Aug
WestJet,YYZ,2025-09-04T10:20:00Z,2025-09-04T10:50:00Z,30,2025-09-04,4,Sep
Air Transat,YYZ,2025-07-22T07:35:00Z,2025-07-22T08:09:00Z,34,2025-07-22,22,Jul
Flair Airlines,YOW,2025-09-04T15:20:00Z,2025-09-04T15:28:00Z,8,2025-09-04,4,Sep
Porter Airlines,YQB,2025-10-09T09:20:00Z,2025-10-09T10:03:00Z,43,2025-10-09,9,Oct
WestJet,YXE,2025-03-08T12:05:00Z,2025-03-08T12:08:00Z,3,2025-03-08,8,Mar
Air Canada,YYZ,2025-12-04T13:10:00Z,2025-12-04T13:35:00Z,25,2025-12-04,4,Dec
Air Canada,YYZ,2025-10-23T11:15:00Z,2025-10-23T11:34:00Z,19,2025-10-23,23,Oct
WestJet,YYZ,2025-06-06T07:15:00Z,2025-06-06T07:36:00Z,21,2025-06-06,6,Jun
WestJet,YWG,2025-09-18T00:10:00Z,2025-09-18T00:24:00Z,14,2025-09-18,18,Sep
Air Canada,YVR,2025-09-30T14:35:00Z,2025-09-30T14:50:00Z,15,2025-09-30,30,Sep
Air Canada,YYZ,2025-01-16T08:45:00Z,2025-01-16T09:03:00Z,18,2025-01-16,16,Jan
WestJet,YHZ,2025-07-24T15:05:00Z,2025-07-24T15:13:00Z,8,2025-07-24,24,Jul
Canadian North,YVR,2025-11-24T13:45:00Z,2025-11-24T14:22:00Z,37,2025-11-24,24,Nov
Air Transat,YVR,2025-06-20T05:30:00Z,2025-06-20T05:44:00Z,14,2025-06-20,20,Jun
PAL Airlines,YYC,2025-02-24T09:30:00Z,2025-02-24T09:50:00Z,20,2025-02-24,24,Feb
Air Transat,YYZ,2025-08-04T20:25:00Z,2025-08-04T20:57:00Z,32,2025-08-04,4,Aug
PAL Airlines,YXE,2025-11-25T21:30:00Z,2025-11-25T21:55:00Z,25,2025-11-25,25,Nov
Flair Airlines,YOW,2025-11-01T05:00:00Z,2025-11-01T05:13:00Z,13,2025-11-01,1,Nov
Air Canada,YHZ,2025-08-22T12:00:00Z,2025-08-22T12:13:00Z,13,2025-08-22,22,Aug
Air Canada,YYZ,2025-03-24T11:50:00Z,2025-03-24T12:07:00Z,17,2025-03-24,24,Mar
Air Canada,YOW,2025-12-14T14:15:00Z,2025-12-14T14:33:00Z,18,2025-12-14,14,Dec
Porter Airlines,YEG,2025-02-22T18:30:00Z,2025-02-22T18:52:00Z,22,2025-02-22,22,Feb
WestJet,YYC,2025-10-29T08:35:00Z,2025-10-29T09:27:00Z,52,2025-10-29,29,Oct
Air Transat,YYC,2025-09-03T16:15:00Z,2025-09-03T16:32:00Z,17,2025-09-03,3,Sep
Jazz Aviation,YYZ,2025-06-27T15:05:00Z,2025-06-27T15:25:00Z,20,2025-06-27,27,Jun
Porter Airlines,YUL,2025-06-01T07:35:00Z,2025-06-01T07:56:00Z,21,2025-06-01,1,Jun
Air Canada,YYC,2025-05-27T17:35:00Z,2025-05-27T17:41:00Z,6,2025-05-27,27,May
Air Canada,YYC,2025-01-31T06:20:00Z,2025-01-31T07:28:00Z,68,2025-01-31,31,Jan
WestJet,YHZ,2025-10-14T09:30:00Z,2025-10-14T09:35:00Z,5,2025-10-14,14,Oct
Air Canada,YYZ,2025-05-14T23:25:00Z,2025-05-14T23:45:00Z,20,2025-05-14,14,May
Air Transat,YVR,2025-09-24T15:25:00Z,2025-09-24T15:47:00Z,22,2025-09-24,24,Sep
Porter Airlines,YYC,2025-11-07T07:20:00Z,2025-11-07T07:28:00Z,8,2025-11-07,7,Nov
Flair Airlines,YQB,2025-01-16T10:50:00Z,2025-01-16T11:13:00Z,23,2025-01-16,16,Jan
Porter Airlines,YUL,2025-09-01T18:10:00Z,2025-09-01T18:23:00Z,13,2025-09-01,1,Sep
WestJet,YYZ,2025-11-22T18:55:00Z,2025-11-22T19:02:00Z,7,2025-11-22,22,Nov
Air Canada,YYC,2025-06-06T09:20:00Z,2025-06-06T09:37:00Z,17,2025-06-06,6,Jun
Porter Airlines,YVR,2025-09-28T19:10:00Z,2025-09-28T19:25:00Z,15,2025-09-28,28,Sep
Canadian North,YHZ,2025-01-05T09:25:00Z,2025-01-05T09:52:00Z,27,2025-01-05,5,Jan
WestJet,YYT,2025-09-30T06:40:00Z,2025-09-30T06:50:00Z,10,2025-09-30,30,Sep
Flair Airlines,YYC,2025-03-10T09:40:00Z,2025-03-10T10:07:00Z,27,2025-03-10,10,Mar
Canadian North,YYZ,2025-06-26T08:50:00Z,2025-06-26T09:25:00Z,35,2025-06-26,26,Jun
WestJet,YHZ,2025-10-15T12:55:00Z,2025-10-15T13:02:00Z,7,2025-10-15,15,Oct
WestJet,YVR,2025-04-13T18:40:00Z,2025-04-13T19:02:00Z,22,2025-04-13,13,Apr
Air Canada,YQB,2025-02-05T18:55:00Z,2025-02-05T19:14:00Z,19,2025-02-05,5,Feb
PAL Airlines,YYZ,2025-07-04T16:40:00Z,2025-07-04T17:07:00Z,27,2025-07-04,4,Jul
Flair Airlines,YUL,2025-05-02T20:55:00Z,2025-05-02T21:36:00Z,41,2025-05-02,2,May
Flair Airlines,YOW,2025-05-31T11:25:00Z,2025-05-31T11:36:00Z,11,2025-05-31,31,May
Jazz Aviation,YEG,2025-01-18T13:25:00Z,2025-01-18T13:40:00Z,15,2025-01-18,18,Jan
Flair Airlines,YYZ,2025-05-17T07:45:00Z,2025-05-17T07:56:00Z,11,2025-05-17,17,May
WestJet,YQB,2025-01-01T05:25:00Z,2025-01-01T05:55:00Z,30,2025-01-01,1,Jan
WestJet,YXE,2025-02-13T13:00:00Z,2025-02-13T13:20:00Z,20,2025-02-13,13,Feb
Flair Airlines,YYZ,2025-07-05T14:00:00Z,2025-07-05T14:31:00Z,31,2025-07-05,5,Jul
Air Canada,YUL,2025-09-05T05:15:00Z,2025-09-05T05:32:00Z,17,2025-09-05,5,Sep
Porter Airlines,YVR,2025-08-14T12:25:00Z,2025-08-14T12:35:00Z,10,2025-08-14,14,Aug
Porter Airlines,YYZ,2025-10-21T13:25:00Z,2025-10-21T13:32:00Z,7,2025-10-21,21,Oct
Porter Airlines,YYZ,2025-01-28T07:35:00Z,2025-01-28T08:02:00Z,27,2025-01-28,28,Jan
WestJet,YEG,2025-05-29T12:05:00Z,2025-05-29T12:13:00Z,8,2025-05-29,29,May
Canadian North,YYC,2025-11-04T06:45:00Z,2025-11-04T07:01:00Z,16,2025-11-04,4,Nov
WestJet,YUL,2025-05-28T15:10:00Z,2025-05-28T16:42:00Z,92,2025-05-28,28,May
Porter Airlines,YUL,2025-07-06T10:40:00Z,2025-07-06T11:13:00Z,33,2025-07-06,6,Jul
Flair Airlines,YEG,2025-06-29T10:15:00Z,2025-06-29T10:43:00Z,28,2025-06-29,29,Jun
Air Canada,YYZ,2025-10-19T15:05:00Z,2025-10-19T15:19:00Z,14,2025-10-19,19,Oct
WestJet,YEG,2025-02-18T15:40:00Z,2025-02-18T16:06:00Z,26,2025-02-18,18,Feb
Jazz Aviation,YYZ,2025-05-28T00:40:00Z,2025-05-28T00:48:00Z,8,2025-05-28,28,May
Air Transat,YYZ,2025-10-07T11:40:00Z,2025-10-07T11:58:00Z,18,2025-10-07,7,Oct
Air Transat,YHZ,2025-04-30T10:40:00Z,2025-04-30T10:49:00Z,9,2025-04-30,30,Apr
Air Canada,YVR,2025-12-07T17:00:00Z,2025-12-07T17:15:00Z,15,2025-12-07,7,Dec
Jazz Aviation,YOW,2025-06-12T13:55:00Z,2025-06-12T14:08:00Z,13,2025-06-12,12,Jun
Air Transat,YYC,2025-03-26T07:40:00Z,2025-03-26T07:52:00Z,12,2025-03-26,26,Mar
Porter Airlines,YUL,2025-01-01T16:00:00Z,2025-01-01T16:47:00Z,47,2025-01-01,1,Jan
Air Canada,YYZ,2025-07-22T07:20:00Z,2025-07-22T07:34:00Z,14,2025-07-22,22,Jul
WestJet,YOW,2025-11-22T22:05:00Z,2025-11-22T22:09:00Z,4,2025-11-22,22,Nov
Air Transat,YXE,2025-03-29T15:45:00Z,2025-03-29T15:54:00Z,9,2025-03-29,29,Mar
WestJet,YUL,2025-11-28T11:00:00Z,2025-11-28T11:10:00Z,10,2025-11-28,28,Nov
WestJet,YYT,2025-05-22T09:20:00Z,2025-05-22T09:44:00Z,24,2025-05-22,22,May
Air Transat,YVR,2025-04-11T22:30:00Z,2025-04-11T22:46:00Z,16,2025-04-11,11,Apr
Air Transat,YOW,2025-05-13T07:05:00Z,2025-05-13T07:11:00Z,6,2025-05-13,13,May
Air Canada,YYZ,2025-07-27T12:15:00Z,2025-07-27T12:27:00Z,12,2025-07-27,27,Jul
WestJet,YWG,2025-03-25T05:25:00Z,2025-03-25T06:02:00Z,37,2025-03-25,25,Mar
Air Canada,YYZ,2025-01-24T07:25:00Z,2025-01-24T07:51:00Z,26,2025-01-24,24,Jan
Flair Airlines,YQB,2025-09-02T14:40:00Z,2025-09-02T14:59:00Z,19,2025-09-02,2,Sep
Flair Airlines,YUL,2025-03-06T14:05:00Z,2025-03-06T14:19:00Z,14,2025-03-06,6,Mar
Porter Airlines,YQB,2025-10-07T09:55:00Z,2025-10-07T09:57:00Z,2,2025-10-07,7,Oct
Flair Airlines,YVR,2025-04-24T01:15:00Z,2025-04-24T01:54:00Z,39,2025-04-24,24,Apr
Air Canada,YOW,2025-11-05T10:40:00Z,2025-11-05T10:57:00Z,17,2025-11-05,5,Nov
Porter Airlines,YYZ,2025-12-29T15:20:00Z,2025-12-29T16:07:00Z,47,2025-12-29,29,Dec
Flair Airlines,YOW,2025-01-16T13:50:00Z,2025-01-16T14:19:00Z,29,2025-01-16,16,Jan
WestJet,YEG,2025-09-04T09:10:00Z,2025-09-04T09:23:00Z,13,2025-09-04,4,Sep
PAL Airlines,YVR,2025-02-11T18:55:00Z,2025-02-11T19:15:00Z,20,2025-02-11,11,Feb
Flair Airlines,YVR,2025-05-27T17:05:00Z,2025-05-27T17:15:00Z,10,2025-05-27,27,May
Air Canada,YYZ,2025-06-20T05:35:00Z,2025-06-20T05:46:00Z,11,2025-06-20,20,Jun
Air Transat,YQT,2025-05-07T13:15:00Z,2025-05-07T13:26:00Z,11,2025-05-07,7,May
Air Canada,YEG,2025-05-11T14:00:00Z,2025-05-11T14:08:00Z,8,2025-05-11,11,May
Flair Airlines,YUL,2025-03-06T09:30:00Z,2025-03-06T09:43:00Z,13,2025-03-06,6,Mar
Flair Airlines,YYC,2025-03-01T07:10:00Z,2025-03-01T07:42:00Z,32,2025-03-01,1,Mar
Porter Airlines,YWG,2025-07-06T16:00:00Z,2025-07-06T16:06:00Z,6,2025-07-06,6,Jul
Air Canada,YXX,2025-03-06T03:25:00Z,2025-03-06T03:29:00Z,4,2025-03-06,6,Mar
Air Canada,YOW,2025-12-29T20:45:00Z,2025-12-29T20:58:00Z,13,2025-12-29,29,Dec
Canadian North,YYZ,2025-04-01T16:10:00Z,2025-04-01T16:22:00Z,12,2025-04-01,1,Apr
Jazz Aviation,YOW,2025-03-17T11:35:00Z,2025-03-17T11:40:00Z,5,2025-03-17,17,Mar
Air Canada,YYC,2025-10-17T18:10:00Z,2025-10-17T18:18:00Z,8,2025-10-17,17,Oct
Air Canada,YEG,2025-09-18T02:55:00Z,2025-09-18T03:00:00Z,5,2025-09-18,18,Sep
Air Transat,YYZ,2025-10-20T08:10:00Z,2025-10-20T08:29:00Z,19,2025-10-20,20,Oct
Porter Airlines,YEG,2025-05-22T12:30:00Z,2025-05-22T13:01:00Z,31,2025-05-22,22,May
Air Canada,YEG,2025-01-01T12:45:00Z,2025-01-01T12:58:00Z,13,2025-01-01,1,Jan
WestJet,YOW,2025-12-16T12:30:00Z,2025-12-16T12:42:00Z,12,2025-12-16,16,Dec
Porter Airlines,YVR,2025-05-17T19:25:00Z,2025-05-17T19:47:00Z,22,2025-05-17,17,May
PAL Airlines,YQR,2025-07-31T07:35:00Z,2025-07-31T08:10:00Z,35,2025-07-31,31,Jul
WestJet,YEG,2025-02-20T21:10:00Z,2025-02-20T21:22:00Z,12,2025-02-20,20,Feb
Air Transat,YYC,2025-11-18T05:05:00Z,2025-11-18T05:12:00Z,7,2025-11-18,18,Nov
WestJet,YYZ,2025-09-20T16:00:00Z,2025-09-20T16:13:00Z,13,2025-09-20,20,Sep
Air Canada,YQR,2025-12-24T10:35:00Z,2025-12-24T10:49:00Z,14,2025-12-24,24,Dec
Flair Airlines,YWG,2025-05-23T01:05:00Z,2025-05-23T01:19:00Z,14,2025-05-23,23,May
Porter Airlines,YQB,2025-01-27T12:10:00Z,2025-01-27T12:22:00Z,12,2025-01-27,27,Jan
WestJet,YOW,2025-09-08T07:10:00Z,2025-09-08T07:29:00Z,19,2025-09-08,8,Sep
Air Canada,YEG,2025-10-07T08:00:00Z,2025-10-07T08:47:00Z,47,2025-10-07,7,Oct
Air Canada,YYZ,2025-07-10T16:30:00Z,2025-07-10T16:43:00Z,13,2025-07-10,10,Jul
WestJet,YVR,2025-07-29T23:55:00Z,2025-07-30T00:04:00Z,9,2025-07-29,29,Jul
Air Transat,YYZ,2025-07-21T10:50:00Z,2025-07-21T11:16:00Z,26,2025-07-21,21,Jul
Porter Airlines,YYZ,2025-10-05T13:35:00Z,2025-10-05T13:46:00Z,11,2025-10-05,5,Oct
WestJet,YQR,2025-06-09T09:55:00Z,2025-06-09T10:15:00Z,20,2025-06-09,9,Jun
Porter Airlines,YQB,2025-09-15T19:40:00Z,2025-09-15T19:52:00Z,12,2025-09-15,15,Sep
Air Canada,YVR,2025-08-05T13:15:00Z,2025-08-05T13:25:00Z,10,2025-08-05,5,Aug
Porter Airlines,YYT,2025-12-27T08:30:00Z,2025-12-27T08:43:00Z,13,2025-12-27,27,Dec
Air Canada,YYZ,2025-12-02T12:40:00Z,2025-12-02T12:56:00Z,16,2025-12-02,2,Dec
Air Canada,YYT,2025-10-25T16:45:00Z,2025-10-25T17:02:00Z,17,2025-10-25,25,Oct
Flair Airlines,YVR,2025-11-10T23:55:00Z,2025-11-11T00:07:00Z,12,2025-11-10,10,Nov
Air Transat,YVR,2025-02-13T10:55:00Z,2025-02-13T11:37:00Z,42,2025-02-13,13,Feb
WestJet,YHZ,2025-01-06T04:15:00Z,2025-01-06T04:32:00Z,17,2025-01-06,6,Jan
Porter Airlines,YHZ,2025-11-22T09:55:00Z,2025-11-22T10:24:00Z,29,2025-11-22,22,Nov
Canadian North,YVR,2025-09-09T15:50:00Z,2025-09-09T16:30:00Z,40,2025-09-09,9,Sep
Canadian North,YYZ,2025-01-28T15:55:00Z,2025-01-28T17:35:00Z,100,2025-01-28,28,Jan
Air Canada,YVR,2025-03-10T10:25:00Z,2025-03-10T10:39:00Z,14,2025-03-10,10,Mar
Air Transat,YHZ,2025-06-19T17:35:00Z,2025-06-19T17:55:00Z,20,2025-06-19,19,Jun
WestJet,YYZ,2025-03-15T06:15:00Z,2025-03-15T06:23:00Z,8,2025-03-15,15,Mar
WestJet,YVR,2025-12-02T17:10:00Z,2025-12-02T17:24:00Z,14,2025-12-02,2,Dec
WestJet,YVR,2025-09-08T06:00:00Z,2025-09-08T06:06:00Z,6,2025-09-08,8,Sep
Flair Airlines,YUL,2025-09-07T21:20:00Z,2025-09-07T21:36:00Z,16,2025-09-07,7,Sep
Air Canada,YEG,2025-02-28T14:25:00Z,2025-02-28T14:53:00Z,28,2025-02-28,28,Feb
Air Transat,YVR,2025-06-10T15:55:00Z,2025-06-10T16:37:00Z,42,2025-06-10,10,Jun
Air Canada,YQB,2025-10-30T12:15:00Z,2025-10-30T12:19:00Z,4,2025-10-30,30,Oct
Air Canada,YVR,2025-12-13T11:30:00Z,2025-12-13T11:55:00Z,25,2025-12-13,13,Dec
Air Transat,YWG,2025-07-07T18:10:00Z,2025-07-07T18:26:00Z,16,2025-07-07,7,Jul
Canadian North,YOW,2025-10-13T07:45:00Z,2025-10-13T07:57:00Z,12,2025-10-13,13,Oct
Porter Airlines,YYZ,2025-11-11T09:15:00Z,2025-11-11T09:38:00Z,23,2025-11-11,11,Nov
Porter Airlines,YYZ,2025-09-02T02:25:00Z,2025-09-02T02:33:00Z,8,2025-09-02,2,Sep
Porter Airlines,YXE,2025-04-02T19:55:00Z,2025-04-02T20:03:00Z,8,2025-04-02,2,Apr
Air Canada,YWG,2025-07-24T16:40:00Z,2025-07-24T16:48:00Z,8,2025-07-24,24,Jul
Air Canada,YYC,2025-03-07T15:50:00Z,2025-03-07T16:06:00Z,16,2025-03-07,7,Mar
WestJet,YYZ,2025-04-16T13:55:00Z,2025-04-16T14:13:00Z,18,2025-04-16,16,Apr
Air Canada,YUL,2025-09-28T12:35:00Z,2025-09-28T13:06:00Z,31,2025-09-28,28,Sep
Air Transat,YOW,2025-05-22T19:40:00Z,2025-05-22T20:03:00Z,23,2025-05-22,22,May
WestJet,YUL,2025-09-29T08:05:00Z,2025-09-29T08:27:00Z,22,2025-09-29,29,Sep
Porter Airlines,YYC,2025-03-20T10:30:00Z,2025-03-20T10:50:00Z,20,2025-03-20,20,Mar
PAL Airlines,YEG,2025-10-11T19:25:00Z,2025-10-11T19:45:00Z,20,2025-10-11,11,Oct
Air Canada,YUL,2025-03-02T16:55:00Z,2025-03-02T17:02:00Z,7,2025-03-02,2,Mar
Porter Airlines,YYZ,2025-06-29T11:05:00Z,2025-06-29T11:23:00Z,18,2025-06-29,29,Jun
WestJet,YWG,2025-09-19T07:40:00Z,2025-09-19T07:44:00Z,4,2025-09-19,19,Sep
WestJet,YVR,2025-02-28T11:15:00Z,2025-02-28T12:01:00Z,46,2025-02-28,28,Feb
Air Canada,YOW,2025-06-27T13:40:00Z,2025-06-27T13:57:00Z,17,2025-06-27,27,Jun
Air Transat,YVR,2025-09-10T18:10:00Z,2025-09-10T18:18:00Z,8,2025-09-10,10,Sep
Air Canada,YWG,2025-07-18T00:55:00Z,2025-07-18T01:05:00Z,10,2025-07-18,18,Jul
Flair Airlines,YYC,2025-09-11T09:05:00Z,2025-09-11T09:14:00Z,9,2025-09-11,11,Sep
Porter Airlines,YYZ,2025-06-27T17:50:00Z,2025-06-27T19:15:00Z,85,2025-06-27,27,Jun
Air Canada,YVR,2025-10-01T05:40:00Z,2025-10-01T06:08:00Z,28,2025-10-01,1,Oct
WestJet,YVR,2025-01-23T16:55:00Z,2025-01-23T17:20:00Z,25,2025-01-23,23,Jan
Jazz Aviation,YOW,2025-03-30T15:50:00Z,2025-03-30T16:11:00Z,21,2025-03-30,30,Mar
Flair Airlines,YOW,2025-12-15T23:55:00Z,2025-12-16T01:24:00Z,89,2025-12-15,15,Dec
Porter Airlines,YVR,2025-12-20T11:10:00Z,2025-12-20T11:43:00Z,33,2025-12-20,20,Dec
Air Transat,YQT,2025-01-07T12:30:00Z,2025-01-07T12:51:00Z,21,2025-01-07,7,Jan
Jazz Aviation,YYZ,2025-08-22T06:15:00Z,2025-08-22T06:36:00Z,21,2025-08-22,22,Aug
Air Transat,YOW,2025-08-10T10:25:00Z,2025-08-10T10:44:00Z,19,2025-08-10,10,Aug
Porter Airlines,YUL,2025-10-11T17:45:00Z,2025-10-11T18:14:00Z,29,2025-10-11,11,Oct
Air Transat,YHZ,2025-12-31T12:10:00Z,2025-12-31T12:40:00Z,30,2025-12-31,31,Dec
WestJet,YYZ,2025-10-20T16:30:00Z,2025-10-20T17:32:00Z,62,2025-10-20,20,Oct
Air Canada,YYZ,2025-12-14T16:00:00Z,2025-12-14T16:29:00Z,29,2025-12-14,14,Dec
PAL Airlines,YWG,2025-07-30T15:05:00Z,2025-07-30T15:17:00Z,12,2025-07-30,30,Jul
WestJet,YHZ,2025-01-01T09:50:00Z,2025-01-01T10:43:00Z,53,2025-01-01,1,Jan
Air Canada,YVR,2025-03-16T11:20:00Z,2025-03-16T11:30:00Z,10,2025-03-16,16,Mar
WestJet,YYT,2025-10-30T09:00:00Z,2025-10-30T09:13:00Z,13,2025-10-30,30,Oct
WestJet,YKF,2025-10-10T14:35:00Z,2025-10-10T14:50:00Z,15,2025-10-10,10,Oct
Air Canada,YYZ,2025-06-10T12:45:00Z,2025-06-10T13:01:00Z,16,2025-06-10,10,Jun
Flair Airlines,YHZ,2025-02-27T16:45:00Z,2025-02-27T17:43:00Z,58,2025-02-27,27,Feb
Porter Airlines,YOW,2025-05-03T12:00:00Z,2025-05-03T12:08:00Z,8,2025-05-03,3,May
WestJet,YYZ,2025-07-12T04:55:00Z,2025-07-12T05:32:00Z,37,2025-07-12,12,Jul
Porter Airlines,YVR,2025-04-01T13:00:00Z,2025-04-01T13:20:00Z,20,2025-04-01,1,Apr
Air Transat,YQR,2025-02-08T18:35:00Z,2025-02-08T18:51:00Z,16,2025-02-08,8,Feb
Flair Airlines,YOW,2025-12-14T19:45:00Z,2025-12-14T20:16:00Z,31,2025-12-14,14,Dec
Air Canada,YYZ,2025-04-09T06:05:00Z,2025-04-09T06:28:00Z,23,2025-04-09,9,Apr
WestJet,YYC,2025-03-11T13:40:00Z,2025-03-11T13:58:00Z,18,2025-03-11,11,Mar
Jazz Aviation,YYZ,2025-02-26T12:50:00Z,2025-02-26T13:18:00Z,28,2025-02-26,26,Feb
Jazz Aviation,YYZ,2025-10-25T08:05:00Z,2025-10-25T08:27:00Z,22,2025-10-25,25,Oct
Jazz Aviation,YYC,2025-05-10T16:30:00Z,2025-05-10T16:52:00Z,22,2025-05-10,10,May
PAL Airlines,YYC,2025-03-06T13:15:00Z,2025-03-06T13:37:00Z,22,2025-03-06,6,Mar
Porter Airlines,YEG,2025-02-08T11:10:00Z,2025-02-08T11:27:00Z,17,2025-02-08,8,Feb
Porter Airlines,YUL,2025-12-26T10:50:00Z,2025-12-26T11:06:00Z,16,2025-12-26,26,Dec
Air Canada,YKF,2025-05-22T11:05:00Z,2025-05-22T11:18:00Z,13,2025-05-22,22,May
WestJet,YEG,2025-02-03T10:45:00Z,2025-02-03T10:58:00Z,13,2025-02-03,3,Feb
Flair Airlines,YEG,2025-08-04T11:25:00Z,2025-08-04T11:36:00Z,11,2025-08-04,4,Aug
Jazz Aviation,YHZ,2025-04-01T07:20:00Z,2025-04-01T07:33:00Z,13,2025-04-01,1,Apr
Flair Airlines,YYZ,2025-08-23T16:25:00Z,2025-08-23T17:14:00Z,49,2025-08-23,23,Aug
WestJet,YYT,2025-02-18T14:20:00Z,2025-02-18T14:50:00Z,30,2025-02-18,18,Feb
Jazz Aviation,YXE,2025-03-19T17:10:00Z,2025-03-19T17:37:00Z,27,2025-03-19,19,Mar
Porter Airlines,YVR,2025-07-08T06:15:00Z,2025-07-08T06:23:00Z,8,2025-07-08,8,Jul
